SKU,Produto,Qtd Vendida,Data,Bairro,Preço Unitário,Nome,Sobrenome,Gênero
HL9962,Polvo,20,2020-03-09,Farias Brito,"R$ 55,00",Felipe,Neto,M
HL4379,Carangueijo,20,2020-03-09,Varjota,"R$ 45,00",Bruno,Essaber,M
HL1918,Camarão,5,2020-12-09,Rodolfo Teófilo,"R$ 28,00",Julia,Procaci,F
HL1918,Peixes,15,2020-12-09,Pici,"R$ 15,00",Tiago,Santos,M
HL8851,Polvo,20,2020-03-09,Aldeota,"R$ 55,00",Jéssica,Carvalho,F
HL7348,Carangueijo,15,2020-03-09,José Bonifácio,"R$ 45,00",Lucas,Bernardes,M
HL9962,Mexilhões,10,2020-03-09,Mondubim,"R$ 20,00",Leonardo,Vannier,M
HL9962,Mexilhões,15,2020-03-10,Jardim Iracema,"R$ 20,00",Victor,Nogueira,M
HL1918,Camarão,15,2020-03-10,São João do Tauape,"R$ 60,00",Isabela,Procaci,F
HL1148,Carangueijo,20,2020-12-10,Edson Queiroz,"R$ 45,00",Khaio,Negrelli,M
HL1918,Peixes,5,2020-12-10,Papicu,"R$ 15,00",Felipe,Pestana,M
HL8851,Camarão,15,2020-12-10,Jacarecanga,"R$ 28,00",Lucas,Ladogano,M
HL4379,Mexilhões,25,2020-12-10,Dionisio Torres,"R$ 20,00",Gustavo,Silva,M
HL4379,Polvo,10,2020-03-10,Álvaro Weyne,"R$ 55,00",Natalia,Thome,F
HL2714,Carangueijo,15,2020-03-10,Aerolândia,"R$ 45,00",Breno,Cozendey,M
HL4379,Camarão,5,2020-03-10,Antônio Bezerra,"R$ 60,00",Bruno,Reis,M
HL4379,Carangueijo,20,2020-03-10,Prefeito José Walter,"R$ 45,00",Camilla,Berto,F
HL1918,Peixes,25,2020-12-10,Aerolândia,"R$ 15,00",Alon,Chou,M
HL1918,Camarão,25,2020-03-10,Parreão,"R$ 60,00",Victor,Calbucci,M
HL7348,Carangueijo,15,2020-03-10,Lagoa Redonda,"R$ 45,00",Caio,Correa,M
HL7348,Camarão,10,2020-12-10,Mucuripe,"R$ 60,00",Marina,Villanova,F
HL1918,Polvo,20,2020-03-10,Demócrito Rocha,"R$ 55,00",Arthur,Figueiredo,M
HL7348,Ostras,20,2020-03-10,Centro,"R$ 70,00",Daniela,Coelho,F
HL1918,Camarão,25,2020-12-10,Vila Velha,"R$ 60,00",Eduardo,Tatsch,M
HL8851,Peixes,5,2020-11-10,Canindezinho,"R$ 15,00",Bruno,Gama,M
HL4379,Camarão,20,2020-03-10,Vila Velha,"R$ 60,00",Felipe,Carneiro,M
HL4379,Mexilhões,10,2020-12-10,Alto Alegre,"R$ 20,00",Maria,Carneiro,F
HL1918,Camarão,15,2020-03-10,Granja Portugal,"R$ 60,00",Daniel,Santos,M
HL1148,Peixes,25,2020-03-10,Jacarecanga,"R$ 15,00",Ian,Carneiro,M
HL4379,Peixes,10,2020-12-10,Cais do Porto,"R$ 15,00",Izabel,Guedes,F
HL4379,Camarão,10,2020-11-11,Mondubim,"R$ 60,00",Livia,Assumpção,F
HL4379,Ostras,20,2020-03-11,Siqueira,"R$ 70,00",Raíssa,Monteiro,F
HL1918,Mexilhões,5,2020-03-11,Conjunto Ceará,"R$ 20,00",Maurício,Moreira,M
HL4379,Ostras,25,2020-12-11,Jardim Guanabara,"R$ 70,00",Gabriela,Portillo,F
HL4379,Ostras,5,2020-12-11,Vila Velha,"R$ 70,00",Kimberly,Martins,F
HL4379,Camarão,10,2020-03-11,Lagoa Redonda,"R$ 28,00",Danilo,Racy,M
HL1918,Camarão,15,2020-12-11,Vila Peri,"R$ 28,00",Rafael,Rodrigues,M
HL4379,Mexilhões,10,2020-03-11,Pedras,"R$ 20,00",Katharina,Portillo,F
HL4379,Mexilhões,25,2020-03-11,Quintino Cunha,"R$ 20,00",Caio,Andrada,M
HL2714,Mexilhões,10,2020-03-11,Cajazeiras,"R$ 20,00",Bruna,Almeida,F
HL4379,Camarão,25,2020-12-11,Padre Andrade,"R$ 28,00",Cláudio,Souza,M
HL9962,Camarão,20,2020-12-11,Barra do Ceará,"R$ 28,00",Izabel,Lima,F
HL7348,Polvo,5,2020-11-11,Benfica,"R$ 55,00",João,Barbosa,M
HL4379,Camarão,15,2020-03-11,Floresta,"R$ 28,00",Pedro,Lima,M
HL8851,Mexilhões,5,2020-03-11,Parangaba,"R$ 20,00",José,Merotto,M
HL4379,Ostras,25,2020-03-11,Edson Queiroz,"R$ 70,00",Giulia,Bastazini,F
HL1918,Camarão,20,2020-03-11,Pedras,"R$ 60,00",Raissa,Fernandes,F
HL8851,Polvo,15,2020-11-11,Planalto Ayrton Senna,"R$ 55,00",Tadeu,Ressurreição,M
HL7348,Mexilhões,5,2020-11-11,Sabiaguaba,"R$ 20,00",Cecília,Mendonça,F
HL4379,Polvo,20,2020-12-11,Ancuri,"R$ 55,00",Myllena,Chou,F
HL1918,Mexilhões,25,2020-12-11,Patriolino Ribeiro,"R$ 20,00",Bruna,Gomes,F
HL4379,Peixes,25,2020-03-11,Jardim Guanabara,"R$ 15,00",Matheus,Santos,M
HL1148,Polvo,20,2020-03-11,Serrinha,"R$ 55,00",Marina,Dias,F
HL1918,Carangueijo,15,2020-12-12,Ancuri,"R$ 45,00",Lucas,Machado,M
HL1918,Ostras,10,2020-12-12,Jardim América,"R$ 70,00",Luiza,Cunha,F
HL8851,Ostras,15,2020-12-12,Farias Brito,"R$ 70,00",Maria,Aliani,F
HL2714,Mexilhões,15,2020-12-12,Fátima,"R$ 20,00",Ana,Rodrigues,F
HL4379,Ostras,10,2020-03-12,Engenheiro Luciano Cavalcante,"R$ 70,00",Thiago,Alcoforado,M
HL2714,Camarão,5,2020-11-12,Álvaro Weyne,"R$ 60,00",João,Pereira,M
HL8851,Peixes,15,2020-12-12,Cajazeiras,"R$ 15,00",Erick,Castro,M
HL9962,Mexilhões,5,2020-03-12,Lagoa Redonda,"R$ 20,00",Carolina,Chafin,F
HL9962,Camarão,25,2020-03-12,Jóquei Clube,"R$ 28,00",Fabio,Aragão,M
HL8851,Ostras,15,2020-03-12,Centro,"R$ 70,00",Roberta,Boccaletti,F
HL2714,Peixes,25,2020-03-12,Cambeba,"R$ 15,00",Camilla,Melo,F
HL4379,Mexilhões,25,2020-12-12,Aerolândia,"R$ 20,00",Yasser,Cardoso,M
HL7348,Peixes,20,2020-12-12,Granja Lisboa,"R$ 15,00",Helena,Alves,F
HL4379,Camarão,25,2020-12-12,Álvaro Weyne,"R$ 60,00",Nicolas,Oliveira,M
HL1148,Carangueijo,5,2020-03-12,Montese,"R$ 45,00",Gustavo,Souza,M
HL7348,Camarão,25,2020-03-12,Alto da Balança,"R$ 60,00",Rodrigo,Conceição,M
HL1918,Peixes,10,2020-12-12,Jardim Iracema,"R$ 15,00",Ana,Pedrazza,F
HL1148,Camarão,25,2020-03-12,Lagoa Redonda,"R$ 28,00",Khaio,Ribeiro,M
HL1918,Camarão,25,2020-03-12,Boa Vista,"R$ 28,00",João,Mendonça,M
HL8851,Camarão,10,2020-03-12,Manuel Sátiro,"R$ 28,00",Stephanie,Cavalcanti,F
HL1918,Carangueijo,15,2020-11-12,Cidade dos Funcionários,"R$ 45,00",Rodrigo,Miranda,M
HL1918,Camarão,20,2020-03-13,Barra do Ceará,"R$ 60,00",Bernardo,Pereira,M
HL9962,Carangueijo,15,2020-03-13,Manoel Dias Branco,"R$ 45,00",Sthefeson,Oliveira,M
HL4379,Camarão,25,2020-03-13,Amadeu Furtado,"R$ 60,00",Audir,Aragão,M
HL4379,Mexilhões,5,2020-12-13,Pirambu,"R$ 20,00",Pedro,Lima,M
HL4379,Polvo,5,2020-03-13,Lagoa Redonda,"R$ 55,00",Henrique,Bruno,M
HL8851,Polvo,15,2020-12-13,Barra do Ceará,"R$ 55,00",Rafaela,Gasperi,F
HL4379,Carangueijo,10,2020-03-13,Mondubim,"R$ 45,00",Manuela,Procaci,F
HL4379,Camarão,25,2020-03-13,Floresta,"R$ 28,00",Joana,Azevedo,F
HL1148,Carangueijo,25,2020-03-13,Centro,"R$ 45,00",Luiza,Bitencourt,F
HL7348,Ostras,10,2020-03-13,Centro,"R$ 70,00",Nathan,Franco,M
HL8851,Peixes,10,2020-03-13,Novo Mondubim,"R$ 15,00",Eduardo,Felippe,M
HL7348,Mexilhões,20,2020-03-13,Paupina,"R$ 20,00",Luíza,Martins,F
HL4379,Mexilhões,5,2020-03-13,Quintino Cunha,"R$ 20,00",Thaís,Sone,F
HL8851,Camarão,5,2020-03-13,Antônio Bezerra,"R$ 28,00",Luiz,Nauenberg,M
HL7348,Peixes,25,2020-12-13,Henrique Jorge,"R$ 15,00",João,Manhães,M
HL9962,Mexilhões,15,2020-03-13,Granja Portugal,"R$ 20,00",Breno,Binello,M
HL4379,Ostras,10,2020-12-13,Prefeito José Walter,"R$ 70,00",Eduardo,Fonseca,M
HL8851,Camarão,5,2020-12-13,Montese,"R$ 60,00",Bernardo,Dias,M
HL8851,Mexilhões,25,2020-11-13,Granja Portugal,"R$ 20,00",Rebeca,Dias,F
HL4379,Peixes,10,2020-03-13,Parque Dois Irmãos,"R$ 15,00",Andressa,Andrade,F
HL4379,Mexilhões,10,2020-11-13,Aerolândia,"R$ 20,00",André,Braga,M
HL1148,Peixes,10,2020-03-13,Passaré,"R$ 15,00",Carlos,Melo,M
HL4379,Polvo,10,2020-03-13,Montese,"R$ 55,00",Natália,Costa,F
HL9962,Peixes,5,2020-03-13,Messejana,"R$ 15,00",Eduardo,Cabral,M
HL4379,Mexilhões,20,2020-03-13,Demócrito Rocha,"R$ 20,00",Caio,Sousa,M
HL1148,Ostras,5,2020-11-13,Sabiaguaba,"R$ 70,00",Julia,Rangel,F
HL1918,Camarão,10,2020-03-14,Damas,"R$ 60,00",João,Peçanha,M
HL7348,Camarão,25,2020-03-14,Passaré,"R$ 28,00",João,Carneiro,M
HL7348,Ostras,5,2020-03-14,Lagoa Redonda,"R$ 70,00",Platini,Figueiredo,M
HL1918,Carangueijo,20,2020-03-14,Novo Mondubim,"R$ 45,00",Giuseppe,Fernandes,M
HL9962,Polvo,15,2020-11-14,Cocó,"R$ 55,00",Gabriela,Nogueira,F
HL7348,Polvo,5,2020-03-14,Ancuri,"R$ 55,00",Kim,Ramos,F
HL1918,Carangueijo,5,2020-12-14,Centro,"R$ 45,00",Thainá,Antunes,F
HL1148,Peixes,20,2020-11-14,Antônio Diogo,"R$ 15,00",Camila,Júnior,F
HL9962,Peixes,25,2020-11-14,Itaoca,"R$ 15,00",Guido,Barreira,M
HL4379,Camarão,5,2020-03-14,Parque Dois Irmãos,"R$ 60,00",Guilherme,Goes,M
HL1918,Ostras,5,2020-11-14,Barra do Ceará,"R$ 70,00",Luiza,Gonçalves,F
HL4379,Mexilhões,20,2020-03-14,Barra do Ceará,"R$ 20,00",Carolina,Gonçalves,F
HL4379,Carangueijo,10,2020-03-14,Parque São José,"R$ 45,00",Caio,Soledade,M
HL8851,Polvo,20,2020-03-14,Edson Queiroz,"R$ 55,00",Paloma,Assunção,F
HL7348,Polvo,25,2020-03-14,Jardim América,"R$ 55,00",Diego,Tavares,M
HL4379,Polvo,25,2020-12-14,Benfica,"R$ 55,00",Adrielle,Cavalcanti,F
HL7348,Ostras,10,2020-03-14,Benfica,"R$ 70,00",Cícero,Essaber,M
HL1148,Peixes,25,2020-11-14,Jardim das Oliveiras,"R$ 15,00",Luiza,Ventura,F
HL7348,Peixes,10,2020-03-14,Jardim América,"R$ 15,00",João,Jesus,M
HL8851,Peixes,15,2020-03-14,Montese,"R$ 15,00",Clara,Leite,F
HL4379,Camarão,10,2020-03-14,Bela Vista,"R$ 28,00",Isabella,Vianna,F
HL4379,Camarão,20,2020-12-15,Bom Jardim,"R$ 28,00",Rachel,Merege,F
HL4379,Carangueijo,25,2020-03-15,Cocó,"R$ 45,00",Karoline,Ferreira,F
HL8851,Polvo,20,2020-03-15,Rodolfo Teófilo,"R$ 55,00",Bernardo,Peluzo,M
HL4379,Camarão,15,2020-03-15,Mondubim,"R$ 60,00",Silvio,Pereira,M
HL4379,Camarão,15,2020-03-15,Álvaro Weyne,"R$ 60,00",Rebeca,Mello,F
HL8851,Mexilhões,15,2020-12-15,Edson Queiroz,"R$ 20,00",Júlio,Silva,M
HL8851,Peixes,15,2020-03-15,Barra do Ceará,"R$ 15,00",Lenon,Santana,M
HL8851,Mexilhões,15,2020-03-15,Mondubim,"R$ 20,00",Matheus,Souza,M
HL4379,Polvo,10,2020-03-15,Vila União,"R$ 55,00",Bruna,Barros,F
HL8851,Carangueijo,25,2020-03-15,Edson Queiroz,"R$ 45,00",Carolina,Cabral,F
HL1918,Camarão,15,2020-03-15,Vila Ellery,"R$ 60,00",Lucas,Medeiros,M
HL9962,Camarão,10,2020-03-15,Aldeota,"R$ 60,00",Clara,Silva,F
HL1918,Peixes,10,2020-12-15,Antônio Diogo,"R$ 15,00",Lívia,Mendonça,F
HL1148,Camarão,5,2020-03-15,Monte Castelo,"R$ 28,00",Amanda,Magalhães,F
HL4379,Mexilhões,20,2020-03-15,Parque São José,"R$ 20,00",Bruna,Manhães,F
HL1148,Carangueijo,15,2020-12-15,Jacarecanga,"R$ 45,00",Helena,Galvão,F
HL8851,Ostras,25,2020-03-15,Parangaba,"R$ 70,00",Matheus,Mello,M
HL1918,Carangueijo,25,2020-03-15,Sapiranga,"R$ 45,00",Silvio,Bernardes,M
HL1918,Polvo,20,2020-03-15,Barra do Ceará,"R$ 55,00",Victoria,Bitencourt,F
HL7348,Polvo,5,2020-03-15,Bom Jardim,"R$ 55,00",Thiago,Sperandei,M
HL1918,Mexilhões,10,2020-03-15,Jangurussu,"R$ 20,00",Rojane,Assis,F
HL2714,Polvo,20,2020-03-15,Jacarecanga,"R$ 55,00",Daniel,Oliveira,M
HL4379,Mexilhões,15,2020-12-16,Barra do Ceará,"R$ 20,00",Khaio,Souza,M
HL7348,Camarão,5,2020-12-16,Jardim América,"R$ 60,00",Marcela,Soares,F
HL1918,Polvo,15,2020-12-16,Sabiaguaba,"R$ 55,00",Rodrigo,Vasconcellos,M
HL8851,Camarão,5,2020-12-16,Vila União,"R$ 28,00",Juan,Ferreira,M
HL1918,Carangueijo,25,2020-03-16,Jardim Iracema,"R$ 45,00",Bruna,Sepúlveda,F
HL4379,Polvo,5,2020-12-16,Prefeito José Walter,"R$ 55,00",Maria,Duarte,F
HL8851,Ostras,5,2020-03-16,Jardim Guanabara,"R$ 70,00",Raphael,Velucci,M
HL1148,Carangueijo,10,2020-03-16,Prefeito José Walter,"R$ 45,00",Pedro,Amaral,M
HL2714,Carangueijo,25,2020-03-16,Aldeota,"R$ 45,00",Amanda,Gomes,F
HL1918,Ostras,25,2020-12-16,Papicu,"R$ 70,00",Leonardo,Ferreira,M
HL9962,Carangueijo,10,2020-11-16,Jangurussu,"R$ 45,00",Lucas,Johnson,M
HL4379,Mexilhões,20,2020-03-16,Carlito Pamplona,"R$ 20,00",Carlos,Franco,M
HL4379,Polvo,20,2020-12-16,Praia de Iracema,"R$ 55,00",Giovana,Rosa,F
HL1148,Camarão,15,2020-03-16,Farias Brito,"R$ 28,00",Kim,Soares,F
HL8851,Polvo,15,2020-12-16,Prefeito José Walter,"R$ 55,00",Livia,Mesquita,F
HL2714,Mexilhões,25,2020-11-16,Centro,"R$ 20,00",João,Dalforne,M
HL2714,Mexilhões,15,2020-03-16,Antônio Bezerra,"R$ 20,00",Barbara,Veloso,F
HL2714,Polvo,5,2020-03-16,Damas,"R$ 55,00",Marcos,Meirelles,M
HL1918,Peixes,5,2020-03-16,Jóquei Clube,"R$ 15,00",Renan,Fanara,M
HL1148,Ostras,25,2020-12-16,Messejana,"R$ 70,00",Rilson,Ribeiro,M
HL8851,Polvo,15,2020-12-16,Patriolino Ribeiro,"R$ 55,00",Bianca,Lima,F
HL7348,Mexilhões,25,2020-12-16,Sapiranga,"R$ 20,00",Daniel,Freire,M
HL7348,Peixes,10,2020-12-16,Parque Genibaú,"R$ 15,00",Ian,Li,M
HL4379,Ostras,10,2020-12-16,Novo Mondubim,"R$ 70,00",Clarissa,Ventura,F
HL1918,Ostras,20,2020-03-16,Conjunto Ceará,"R$ 70,00",Jéssica,Mendes,F
HL2714,Camarão,20,2020-03-16,Jangurussu,"R$ 60,00",Matheus,Mesquita,M
HL1148,Carangueijo,10,2020-03-16,Jardim das Oliveiras,"R$ 45,00",Guilherme,Azevedo,M
HL1918,Mexilhões,10,2020-12-16,Cais do Porto,"R$ 20,00",Viviane,Aires,F
HL9962,Carangueijo,5,2020-03-16,Autran Nunes,"R$ 45,00",Eduardo,Lima,M
HL4379,Carangueijo,15,2020-12-16,Cajazeiras,"R$ 45,00",Felipe,Coutinho,M
HL7348,Mexilhões,5,2020-03-16,Jardim Cearense,"R$ 20,00",Isabela,Calbucci,F
HL1148,Carangueijo,5,2020-03-17,Prefeito José Walter,"R$ 45,00",Eric,Mello,M
HL8851,Camarão,5,2020-11-17,Edson Queiroz,"R$ 28,00",Matheus,Sapir,M
HL8851,Carangueijo,25,2020-03-17,Passaré,"R$ 45,00",Breno,Britto,M
HL4379,Carangueijo,5,2020-03-17,Siqueira,"R$ 45,00",Marina,Miranda,F
HL1918,Peixes,10,2020-11-17,Cocó,"R$ 15,00",Juan,Silva,M
HL1918,Carangueijo,25,2020-12-17,Edson Queiroz,"R$ 45,00",Diego,Bach,M
HL1148,Polvo,15,2020-03-17,Barra do Ceará,"R$ 55,00",Rubens,Mello,M
HL4379,Ostras,25,2020-11-17,Presidente Kennedy,"R$ 70,00",Carlos,Gomes,M
HL1918,Carangueijo,25,2020-12-17,Parque Genibaú,"R$ 45,00",Gabrielle,Fernandes,F
HL9962,Polvo,10,2020-12-17,Mondubim,"R$ 55,00",Breno,Nakayama,M
HL4379,Polvo,5,2020-03-17,Cidade dos Funcionários,"R$ 55,00",Thays,Paz,F
HL1918,Peixes,20,2020-03-17,Siqueira,"R$ 15,00",Guilherme,Souza,M
HL4379,Carangueijo,20,2020-03-17,Antônio Bezerra,"R$ 45,00",Gabrielle,Mendonça,F
HL1148,Mexilhões,10,2020-03-17,Vicente Pinzon,"R$ 20,00",Adrielle,Vianna,F
HL1918,Camarão,15,2020-03-17,Serrinha,"R$ 28,00",Carolina,Carneiro,F
HL1148,Ostras,15,2020-12-17,Siqueira,"R$ 70,00",Daniel,Rodrigues,M
HL1148,Camarão,10,2020-03-17,Jangurussu,"R$ 28,00",Renan,Guedes,M
HL7348,Mexilhões,15,2020-03-17,Jardim Iracema,"R$ 20,00",Patrick,Garcia,M
HL1918,Ostras,25,2020-03-17,Jardim Iracema,"R$ 70,00",Izabel,Guimarães,F
HL9962,Polvo,5,2020-03-17,Edson Queiroz,"R$ 55,00",Camilla,Corrêa,F
HL7348,Camarão,25,2020-03-17,Centro,"R$ 28,00",Danilo,Nascimento,M
HL1918,Camarão,10,2020-03-17,Conjunto Ceará,"R$ 60,00",Igor,Almeida,M
HL8851,Mexilhões,15,2020-03-17,Jardim América,"R$ 20,00",Raissa,Souza,F
HL8851,Mexilhões,10,2020-03-17,Edson Queiroz,"R$ 20,00",Daniel,Andrade,M
HL7348,Polvo,25,2020-11-17,Cais do Porto,"R$ 55,00",Rafael,Souza,M
HL8851,Polvo,25,2020-03-17,Serrinha,"R$ 55,00",Giovana,Conceição,F
HL1148,Ostras,10,2020-03-17,Cais do Porto,"R$ 70,00",Lais,Mello,F
HL1148,Polvo,15,2020-12-17,Padre Andrade,"R$ 55,00",Raphael,Vasconcelos,M
HL1148,Peixes,25,2020-12-17,José de Alencar,"R$ 15,00",Daniel,Mazza,M
HL2714,Peixes,15,2020-03-17,Parque Santa Maria,"R$ 15,00",Juliana,Nogueira,F
HL9962,Polvo,15,2020-03-18,Siqueira,"R$ 55,00",Lenon,Rosa,M
HL1918,Mexilhões,15,2020-03-18,Jardim Cearense,"R$ 20,00",Thales,Campos,M
HL4379,Camarão,10,2020-03-18,Pici,"R$ 28,00",Carlos,Rodrigues,M
HL1148,Peixes,15,2020-12-18,Parque Araxá,"R$ 15,00",Marina,Almeida,F
HL4379,Peixes,15,2020-03-18,Messejana,"R$ 15,00",Kimberly,Silva,F
HL9962,Ostras,10,2020-03-18,Rodolfo Teófilo,"R$ 70,00",Thiago,Passos,M
HL8851,Camarão,15,2020-03-18,Engenheiro Luciano Cavalcante,"R$ 60,00",Isabelle,Pereira,F
HL1918,Polvo,25,2020-03-18,Lagoa Redonda,"R$ 55,00",Alon,Mariz,M
HL1148,Carangueijo,20,2020-12-18,Serrinha,"R$ 45,00",Priscila,Silva,F
HL8851,Camarão,20,2020-03-18,Jangurussu,"R$ 28,00",Luiz,Rodrigues,M
HL8851,Mexilhões,20,2020-03-18,Granja Portugal,"R$ 20,00",Pedro,Rotsztejn,M
HL4379,Ostras,25,2020-03-18,Cajazeiras,"R$ 70,00",Eduardo,Pereira,M
HL9962,Camarão,20,2020-11-18,Aldeota,"R$ 28,00",João,Jordao,M
HL7348,Mexilhões,5,2020-03-18,Centro,"R$ 20,00",Milena,Portela,F
HL4379,Camarão,20,2020-03-18,Barra do Ceará,"R$ 60,00",Gabrielle,Fernandes,F
HL4379,Peixes,10,2020-03-18,Quintino Cunha,"R$ 15,00",Maria,Gomes,F
HL4379,Ostras,25,2020-03-18,Vila Velha,"R$ 70,00",Pedro,Ronfini,M
HL1148,Camarão,25,2020-03-18,Centro,"R$ 60,00",Gabriel,Afonso,M
HL4379,Carangueijo,10,2020-11-18,Conjunto Esperança,"R$ 45,00",Bruna,Resende,F
HL1148,Camarão,5,2020-03-18,Jardim Iracema,"R$ 28,00",Beatriz,Lopes,F
HL2714,Peixes,5,2020-03-18,Prefeito José Walter,"R$ 15,00",Luana,Junior,F
HL9962,Mexilhões,20,2020-03-18,Lagoa Redonda,"R$ 20,00",Thomáz,Machado,M
HL1148,Camarão,20,2020-03-18,Bom Jardim,"R$ 60,00",Anderson,Fernandes,M
HL1148,Ostras,15,2020-03-18,Jóquei Clube,"R$ 70,00",Mateus,Merege,M
HL1148,Camarão,20,2020-11-18,Itaoca,"R$ 60,00",Thiago,Alfradique,M
HL1918,Camarão,5,2020-03-18,Centro,"R$ 28,00",Gabriela,Lima,F
HL1148,Ostras,15,2020-12-19,Centro,"R$ 70,00",Jônatas,Felippe,M
HL1918,Carangueijo,25,2020-03-19,Benfica,"R$ 45,00",Rodrigo,Martins,M
HL1148,Mexilhões,5,2020-11-19,Floresta,"R$ 20,00",Larissa,Monte,F
HL1148,Ostras,10,2020-03-19,Monte Castelo,"R$ 70,00",Anna,Souza,F
HL1918,Polvo,20,2020-12-19,Edson Queiroz,"R$ 55,00",Daniel,Figueiredo,M
HL8851,Camarão,10,2020-12-19,Passaré,"R$ 60,00",Nathan,Chou,M
HL8851,Carangueijo,10,2020-12-19,Bom Jardim,"R$ 45,00",Hanna,Martins,F
HL8851,Peixes,15,2020-12-19,Novo Mondubim,"R$ 15,00",Jackson,Mendes,M
HL8851,Camarão,10,2020-12-19,Bela Vista,"R$ 28,00",Gustavo,Chagas,M
HL1918,Camarão,25,2020-03-19,Lagoa Redonda,"R$ 28,00",Pedro,Farias,M
HL2714,Polvo,15,2020-03-19,São João do Tauape,"R$ 55,00",Jorge,Temporal,M
HL9962,Mexilhões,25,2020-03-19,Jardim Guanabara,"R$ 20,00",Natalia,Nascimento,F
HL1148,Mexilhões,25,2020-11-19,Padre Andrade,"R$ 20,00",Bruno,Costa,M
HL7348,Camarão,20,2020-03-19,Jóquei Clube,"R$ 28,00",Rogério,Ortiz,M
HL1918,Polvo,25,2020-03-19,Monte Castelo,"R$ 55,00",Antônio,Ramos,M
HL9962,Camarão,15,2020-03-19,Conjunto Ceará,"R$ 28,00",Guilherme,Gontijo,M
HL4379,Carangueijo,10,2020-03-19,Prefeito José Walter,"R$ 45,00",Lázaro,Pereira,M
HL1918,Polvo,10,2020-03-19,Parangaba,"R$ 55,00",Guilherme,Carvalho,M
HL1148,Mexilhões,15,2020-03-19,Sapiranga,"R$ 20,00",Victoria,Seixas,F
HL4379,Camarão,25,2020-03-19,Granja Portugal,"R$ 60,00",Igor,Chagas,M
HL4379,Peixes,5,2020-03-19,Autran Nunes,"R$ 15,00",Livia,Santos,F
HL1918,Mexilhões,10,2020-03-19,Serrinha,"R$ 20,00",Caio,Freire,M
HL4379,Camarão,10,2020-03-19,Benfica,"R$ 28,00",Itai,Machado,M
HL4379,Carangueijo,25,2020-12-19,João XXIII,"R$ 45,00",João,Borges,M
HL2714,Ostras,5,2020-03-19,Pici,"R$ 70,00",Fernanda,Bernhardt,F
HL1918,Polvo,20,2020-12-19,Moura Brasil,"R$ 55,00",Roberta,Teixeira,F
HL2714,Mexilhões,10,2020-03-19,Jardim das Oliveiras,"R$ 20,00",Lucas,Mesquita,M
HL1918,Camarão,20,2020-11-20,Centro,"R$ 28,00",Lucas,Ribeiro,M
HL7348,Carangueijo,10,2020-12-20,Vila Ellery,"R$ 45,00",Jeferson,Mariz,M
HL7348,Peixes,5,2020-12-20,Quintino Cunha,"R$ 15,00",Gabrielle,Monteiro,F
HL8851,Camarão,25,2020-12-20,Ancuri,"R$ 60,00",Andressa,Araujo,F
HL9962,Camarão,15,2020-12-20,Barra do Ceará,"R$ 28,00",Gustavo,Gomes,M
HL1148,Peixes,15,2020-03-20,Amadeu Furtado,"R$ 15,00",Ana,Carvalho,F
HL4379,Polvo,5,2020-12-20,Novo Mondubim,"R$ 55,00",Bruna,Miranda,F
HL4379,Carangueijo,10,2020-12-20,Conjunto Palmeiras,"R$ 45,00",Ingra,Candido,F
HL8851,Mexilhões,25,2020-03-20,Canindezinho,"R$ 20,00",Guilherme,Almeida,M
HL1918,Mexilhões,15,2020-03-20,Praia de Iracema,"R$ 20,00",Bianca,Silveira,F
HL7348,Camarão,25,2020-12-20,Aldeota,"R$ 60,00",Renan,Cavalcanti,M
HL7348,Carangueijo,20,2020-12-20,Prefeito José Walter,"R$ 45,00",Caio,Maia,M
HL8851,Polvo,20,2020-11-20,Damas,"R$ 55,00",Raphael,Vargas,M
HL4379,Peixes,20,2020-12-20,Barroso,"R$ 15,00",Caio,Sousa,M
HL1148,Camarão,20,2020-03-20,Bom Jardim,"R$ 60,00",Carolina,Santos,F
HL4379,Peixes,10,2020-03-20,Barroso,"R$ 15,00",Gabriella,Mello,F
HL1918,Peixes,15,2020-03-20,Conjunto Ceará,"R$ 15,00",Joyce,Suzano,F
HL4379,Camarão,15,2020-12-20,Vila União,"R$ 28,00",Victor,Ferreira,M
HL7348,Ostras,25,2020-03-20,Farias Brito,"R$ 70,00",Guilherme,Bhering,M
HL2714,Camarão,25,2020-11-20,Canindezinho,"R$ 28,00",Thiago,Restum,M
HL4379,Mexilhões,25,2020-03-20,Novo Mondubim,"R$ 20,00",Bruno,Isbelle,M
HL1918,Ostras,20,2020-03-20,Conjunto Ceará,"R$ 70,00",Lucas,Assumpção,M
HL4379,Polvo,5,2020-03-20,Itaoca,"R$ 55,00",Amanda,Rachide,F
HL1918,Carangueijo,20,2020-03-20,Jacarecanga,"R$ 45,00",José,Correa,M
HL9962,Carangueijo,20,2020-03-20,Siqueira,"R$ 45,00",Ana,Johnson,F
HL4379,Carangueijo,5,2020-12-20,Quintino Cunha,"R$ 45,00",Guilherme,Cardoso,M
HL1148,Peixes,20,2020-03-20,Quintino Cunha,"R$ 15,00",Isabella,Marques,F
HL8851,Carangueijo,25,2020-11-20,Boa Vista,"R$ 45,00",David,Júnior,M
HL2714,Camarão,20,2020-03-20,Henrique Jorge,"R$ 60,00",Ana,Bhering,F
HL4379,Mexilhões,5,2020-03-20,Lagoa Redonda,"R$ 20,00",Ylana,Nucci,F
